Title,Description,Category,Who made it?,What is it?,When was it made?,Renewal options,Product type,Tags,Materials,Production partners,Section,Price,Quantity,SKU,Variation 1,V1 Option,Variation 2,V2 Option,Var Price,Var Quantity,Var SKU,Var Visibility,Var Photo,Shipping profile,Weight,Length,Width,Height,Return policy,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Photo 6,Photo 7,Photo 8,Photo 9,Photo 10,Video 1,Digital file 1,Digital file 2,Digital file 3,Digital file 4,Digital file 5
Modern Contemporary Property Number Door Sign Plaque (PRESA5-27W-B-C),"A5 - Prestige Contemporary House Sign

Your sign will appear just like the one in the photos. 

BEFORE or AFTER purchasing please let us know your house number and street name, this can be done by sending us a message.

The sign measures 200mm x 130mm which is the same size as an A5 piece of paper and easily viewable from 60ft away.

The Sign is a double layered sign, The coloured backplate is made from galvanised steel with a plastic coated finish, The lettering is added to the reverse of the Perspex front and creates the perfect appearance in all weather conditions.

Manufactured from the actual acrylic brand PERSPEX and NOT cheap acrylic like other sellers! Perspex is guaranteed for 10 years to hold its colour and not fade like cheaper acrylic brands.

We use AVERY DENNISON vinyl which is the best vinyl money can buy and lasts up to 15 years in all conditions including sea front dwellings.

The fixings we supply for this sign are Aluminium thick robust standoffs with various chrome plated / hard anodised finishes, Red wall plugs and 50mm screws.

Fitting this sign can be done by ANY individual who can operate a drill and will take no longer than 15 minutes.

To personalise your sign please send us a message or note added while purchasing.",,,,,,,"House Number Plaque Orange, 3d House Number Plaque, House Numbers White Acrylic, Letterbox Number Sign",,,,16.94,,,,,,,,,,,,,,,,,,https://i.etsystatic.com/12837035/r/il/d2db5b/1811950173/il_fullxfull.1811950173_slwm.jpg,https://i.etsystatic.com/12837035/r/il/ad776a/1811950275/il_fullxfull.1811950275_54g1.jpg,https://i.etsystatic.com/12837035/r/il/4dfd1c/1764498246/il_fullxfull.1764498246_fktl.jpg,https://i.etsystatic.com/12837035/r/il/5ea247/1811950499/il_fullxfull.1811950499_s0a7.jpg,https://i.etsystatic.com/12837035/r/il/97aead/1811950343/il_fullxfull.1811950343_mfie.jpg,https://i.etsystatic.com/12837035/r/il/30b82c/3081567878/il_fullxfull.3081567878_1loi.jpg,https://i.etsystatic.com/12837035/r/il/719acf/3129295131/il_fullxfull.3129295131_pwwb.jpg,https://i.etsystatic.com/12837035/r/il/80c15f/3081568016/il_fullxfull.3081568016_sgzb.jpg,,,,,,,,
